SquareFootage,Bedrooms,HouseAge,DistanceFromCenterKm,HasGarage,Price
3702.0,4.0,39.0,7.755824767855379,1.0,332799.07731473714
1146.0,5.0,1.0,1.7076226651396027,1.0,201715.5283429626
2568.0,1.0,19.0,26.232867343126966,0.0,167396.59501618485
3388.0,4.0,0.0,1.6168129146612271,1.0,346480.9516861956
2714.0,5.0,36.0,26.36634850784178,1.0,203337.7273279338
1797.0,4.0,8.0,16.339176886789147,1.0,168915.19638119184
2935.0,2.0,16.0,28.23296325687399,1.0,226338.26837097027
1100.0,2.0,8.0,24.164713837436295,1.0,78470.35281272055
2863.0,5.0,10.0,29.940089205466787,0.0,198563.1915971951
2561.0,4.0,14.0,11.170642648099594,0.0,247597.07925754267
741.0,1.0,23.0,23.24846037900268,1.0,34609.144653280884
2541.0,5.0,37.0,12.655996494668022,1.0,209020.0900275935
3324.0,2.0,34.0,14.916392988813357,1.0,275395.7273039045
3917.0,2.0,29.0,19.197658433332734,1.0,307159.92363693286
3112.0,5.0,30.0,26.336636311403822,0.0,228621.32357973783
3445.0,4.0,48.0,29.53842060677956,0.0,223346.81720062767
1863.0,2.0,4.0,23.27992900207103,1.0,155521.43557413647
2639.0,4.0,43.0,13.115236682852679,0.0,206458.63856939203
1890.0,2.0,49.0,13.219353066035035,1.0,141304.06406205238
3503.0,2.0,13.0,22.389886746077853,1.0,283920.54582666507
1978.0,3.0,10.0,7.9245372272807675,1.0,224685.66003964923
3999.0,2.0,8.0,4.203749280810445,0.0,346307.0510365765
3056.0,1.0,33.0,11.28404257158252,1.0,259146.91163982943
1275.0,5.0,11.0,9.32993075796837,1.0,175786.03906211405
534.0,5.0,34.0,9.592935493223713,1.0,89322.55491857935
2753.0,4.0,34.0,7.774624780447388,0.0,259358.21910391853
3652.0,2.0,0.0,2.220702499454495,1.0,356975.7575541215
2455.0,1.0,39.0,1.5183441072690005,1.0,208183.44095227
2085.0,4.0,21.0,29.643949302344915,0.0,134077.92915230058
3959.0,3.0,28.0,13.405420878340008,0.0,324542.29959037725
3573.0,4.0,7.0,12.14547276763077,0.0,334329.9110141978
1521.0,4.0,10.0,20.709771198099027,1.0,159372.87242630767
3961.0,2.0,40.0,7.329362748086861,1.0,350943.0661009264
3113.0,3.0,36.0,28.548874334556533,1.0,231074.2302088869
1629.0,4.0,13.0,23.80400541805101,0.0,115630.66187274738
2000.0,1.0,29.0,3.5929190670555258,0.0,162734.52362904517
1202.0,1.0,34.0,13.109842497762923,1.0,106396.29076742489
2949.0,5.0,20.0,26.494430919302776,1.0,250175.30919650831
3277.0,3.0,36.0,28.3972286464509,1.0,243013.72710807552
2079.0,3.0,4.0,14.554643826246222,0.0,196963.1786086518
661.0,5.0,18.0,18.788930287110524,1.0,70696.87383296715
701.0,4.0,13.0,5.843984436670182,1.0,114164.8441197131
2481.0,3.0,25.0,29.74389015797232,1.0,181499.71184780207
1495.0,1.0,3.0,7.718479340119859,1.0,160846.9510620091
2817.0,1.0,24.0,28.339221449918643,1.0,188406.57960124905
1315.0,2.0,44.0,19.839752820778685,1.0,94950.47508332571
3842.0,3.0,41.0,18.624367051486914,0.0,295100.4699928929
955.0,4.0,24.0,15.867966819478749,0.0,76603.16944162261
1775.0,5.0,17.0,7.689424539815002,1.0,182883.88446475042
1516.0,5.0,39.0,6.11931292815974,1.0,155685.00248987833
2843.0,4.0,7.0,7.3941000630350855,0.0,272712.78108429123
3267.0,2.0,38.0,6.406709602183381,0.0,274612.6856514393
837.0,5.0,39.0,23.607949733435845,0.0,43554.722864522686
1378.0,3.0,13.0,11.153632515835174,1.0,159198.53181143085
1576.0,2.0,31.0,2.6774376203384946,0.0,153334.84551712126
1291.0,3.0,37.0,29.10397627408353,0.0,55343.911850354096
2764.0,1.0,32.0,26.629790663939346,0.0,169955.22566574896
1263.0,2.0,22.0,27.904816212661174,0.0,76956.55360595806
2735.0,5.0,14.0,29.852326856746622,0.0,214528.14989802268
879.0,2.0,32.0,6.042962227365131,1.0,88755.94408220408
992.0,2.0,24.0,12.491018548177104,0.0,78858.16522393489
3612.0,2.0,16.0,22.98891579541865,1.0,287684.11998685467
1680.0,2.0,32.0,21.184597923559974,0.0,101242.48554910527
2562.0,3.0,46.0,5.462981283855797,1.0,263664.8950183957
564.0,1.0,1.0,24.659160624727914,1.0,48701.84729716228
3068.0,4.0,13.0,7.50877658326316,1.0,290433.0928444554
1867.0,2.0,39.0,7.490710829856069,1.0,184634.50260384186
1652.0,5.0,39.0,16.572258263908992,0.0,130307.84329096592
2527.0,2.0,38.0,18.19525811040939,0.0,181737.11946207317
3195.0,5.0,5.0,17.822500027296524,1.0,320250.6423000983
1995.0,3.0,5.0,3.6531182845348913,1.0,234902.42278271745
3634.0,5.0,2.0,26.44636501628103,1.0,300225.982093047
1662.0,4.0,6.0,8.702401235072475,1.0,162723.64990013104
2022.0,1.0,7.0,4.755932717201321,1.0,214411.21657624337
3140.0,5.0,41.0,26.773694316200338,1.0,252668.4658113068
891.0,5.0,14.0,28.713893448662848,0.0,47570.78286066865
2198.0,1.0,46.0,26.00170090069807,1.0,102434.14882011325
918.0,4.0,28.0,24.475966167021465,1.0,60136.66561604891
2836.0,2.0,32.0,20.00201743853163,0.0,216164.275768097
878.0,5.0,29.0,16.97486374766504,1.0,99302.66637543512
2296.0,1.0,38.0,3.522616037430894,0.0,185113.9384400463
2778.0,3.0,26.0,12.845143179050263,1.0,239425.29881686298
3565.0,1.0,35.0,11.807966993357105,0.0,270615.46913339244
2588.0,3.0,28.0,8.53285972904946,1.0,234100.71423490767
3599.0,4.0,37.0,21.979183296968962,1.0,251937.34209299937
2682.0,2.0,32.0,15.380396317284353,0.0,214272.67755744478
700.0,1.0,36.0,3.35034026132179,1.0,111004.87856637102
2363.0,5.0,26.0,7.3853128565445285,1.0,218307.3272708953
1279.0,4.0,32.0,20.814504146128282,1.0,122934.28155040987
3477.0,1.0,3.0,3.2077949252187055,0.0,319591.26720338565
3604.0,5.0,21.0,25.68500050741429,0.0,287841.9837002752
3619.0,1.0,1.0,15.359249283405255,0.0,298211.50869414094
1002.0,3.0,9.0,14.937010742472792,1.0,115182.13665496107
2954.0,1.0,4.0,18.17982575512601,1.0,259167.04243935517
2251.0,1.0,9.0,24.915748011829326,1.0,161281.76108748282
1304.0,1.0,32.0,11.086467029163598,1.0,138380.71107742953
2646.0,4.0,37.0,20.662468424212843,1.0,193271.88515623967
3231.0,1.0,12.0,17.40622695587794,1.0,265630.3179646162
2395.0,5.0,30.0,8.743819834913218,0.0,224232.5106599079
3273.0,3.0,46.0,26.480269604299583,1.0,222961.26257981927
2070.0,3.0,35.0,24.125354626600917,0.0,141886.90473242142
1460.0,1.0,44.0,20.09510320509434,1.0,116952.68298247634
3160.0,4.0,23.0,25.666870143733014,1.0,262587.5795846085
1985.0,4.0,14.0,26.15153182783427,1.0,130103.67481131786
3190.0,5.0,28.0,21.54252632473601,0.0,245060.1255700823
1528.0,1.0,7.0,25.273386522546488,0.0,111250.07959280642
3789.0,3.0,4.0,21.226672388409227,0.0,281488.75013244146
1002.0,4.0,28.0,20.724082381048714,0.0,76441.91166528699
3314.0,1.0,46.0,18.939729968240346,0.0,236512.72181986863
897.0,4.0,3.0,22.828782547171595,1.0,72692.30397941123
1370.0,4.0,11.0,5.599548053499137,1.0,186514.845825605
3342.0,3.0,44.0,26.545252016768924,0.0,221614.71085264225
892.0,2.0,1.0,26.283462304611728,0.0,61465.33991698384
706.0,5.0,26.0,1.8481712080022152,1.0,110640.80058951637
1538.0,5.0,30.0,24.948685766378116,1.0,121445.98444643641
2381.0,3.0,35.0,4.7372261567299105,1.0,207695.1432178254
3439.0,4.0,35.0,10.718446773515115,1.0,270809.7915664589
1984.0,1.0,25.0,22.561739432456626,1.0,148147.20810054636
1363.0,4.0,42.0,5.662036985400938,1.0,164962.85314521682
3290.0,3.0,26.0,24.721043699452803,1.0,257030.92111561776
3812.0,5.0,4.0,25.131891160774515,0.0,300412.6355585143
1063.0,4.0,19.0,15.71656427906425,1.0,109877.29536198414
1520.0,5.0,10.0,1.185190279788174,0.0,170905.9482889895
595.0,1.0,9.0,9.324105862072471,1.0,84099.768856853
2423.0,5.0,39.0,18.890880632896526,0.0,187292.62512527712
2257.0,5.0,37.0,29.45439916279528,1.0,151068.46901960473
3032.0,2.0,5.0,19.322592283483385,1.0,271851.02595708653
3978.0,2.0,7.0,8.534303850860635,1.0,369976.7139553872
2778.0,2.0,22.0,19.386165389888728,1.0,231236.1950969349
3296.0,5.0,46.0,16.65957601175981,0.0,265231.213267985
2178.0,3.0,25.0,23.615516459383166,0.0,140492.11913202563
3742.0,5.0,45.0,4.102438525981794,1.0,355943.3932148589
1040.0,3.0,42.0,23.069809172558813,0.0,39593.42172354395
1559.0,3.0,11.0,16.696730781607197,1.0,155922.52491246103
3072.0,2.0,25.0,28.926768111910846,0.0,189293.12540471894
1683.0,4.0,12.0,10.914292815121897,1.0,168636.56420866333
2222.0,1.0,39.0,19.346034900884497,1.0,164899.86648207394
3814.0,2.0,17.0,28.028815059790507,1.0,259155.55404031172
3657.0,2.0,24.0,3.9727821117296984,0.0,316997.64201217773
2319.0,4.0,32.0,28.179626129857084,1.0,141285.466526291
3125.0,1.0,46.0,20.948685946723586,1.0,237042.4526745334
3229.0,5.0,39.0,2.967274714049985,1.0,328969.83479948377
3104.0,5.0,42.0,9.727943441457672,1.0,267576.90135431493
2097.0,2.0,11.0,21.536990570713165,1.0,180773.72272496295
3560.0,1.0,43.0,2.9531674425943795,0.0,310027.53337752924
3193.0,2.0,35.0,17.882943345111926,1.0,267328.20830219093
1295.0,3.0,47.0,11.030608651635745,0.0,101124.93655466738
1551.0,2.0,3.0,19.006550015256835,0.0,135674.92008765193
2143.0,2.0,4.0,2.3265189805628728,0.0,211520.47337950548
1863.0,5.0,36.0,26.27456737841891,0.0,117663.13484959347
2481.0,5.0,7.0,29.23118010614451,0.0,173179.90857970482
1854.0,5.0,41.0,29.097457803285053,0.0,92220.80698336438
2163.0,3.0,48.0,22.739903120544817,1.0,151961.24151040995
2029.0,5.0,27.0,4.772500963788327,1.0,226615.45275100615
2538.0,1.0,30.0,22.989632681941654,1.0,202523.73347349986
3919.0,4.0,8.0,1.7130205773052438,1.0,395958.27117756754
1996.0,1.0,28.0,1.6415829943409204,0.0,196984.20904140052
3802.0,1.0,13.0,10.384696355336697,1.0,347405.158532733
2737.0,5.0,39.0,15.170652521735306,1.0,277561.0579202485
3796.0,4.0,40.0,23.341815116426,0.0,244504.06860163333
1908.0,4.0,21.0,20.81556592158865,1.0,153074.2942326764
1900.0,4.0,10.0,13.931178484925702,0.0,194317.3053325441
1806.0,3.0,22.0,8.93517332216831,1.0,179794.28391069296
3180.0,5.0,0.0,29.916610504573622,1.0,272937.2155503049
3175.0,4.0,45.0,13.359257764843216,0.0,251372.3695619129
1472.0,3.0,36.0,14.09022370556059,0.0,143267.36490143838
2268.0,2.0,20.0,5.745090814558406,1.0,211508.91115036912
1782.0,2.0,25.0,24.049476913747952,1.0,148738.57754653835
3930.0,3.0,45.0,21.11678454766317,0.0,306293.3659360979
1209.0,3.0,35.0,7.402318770874052,1.0,116296.76052985786
1979.0,5.0,22.0,3.389050322859438,0.0,217295.90268514186
1934.0,5.0,0.0,20.73447976016668,1.0,173034.09093206414
1148.0,2.0,39.0,19.980825214152922,1.0,81149.9479455681
817.0,4.0,14.0,8.92452628294807,0.0,93537.60219842318
3796.0,2.0,20.0,28.5750433052619,0.0,225913.56106071902
1757.0,4.0,46.0,5.380678861646107,0.0,163981.47731074016
1183.0,4.0,8.0,13.537709230235455,0.0,119776.9598233871
1163.0,5.0,8.0,28.36486168486037,0.0,98731.5995465053
2498.0,1.0,9.0,13.172092190857548,1.0,237290.87824717048
3945.0,1.0,25.0,19.51725248225848,0.0,326411.501414406
2131.0,3.0,40.0,12.530237540921034,1.0,187494.9231084176
1995.0,5.0,34.0,8.952240868111431,1.0,198960.3266156311
3804.0,4.0,24.0,29.53535179083502,1.0,283748.59486673854
1636.0,1.0,25.0,12.870686183136247,1.0,140674.11078511464
2353.0,4.0,10.0,26.9288769066949,0.0,136337.10553417675
2020.0,1.0,37.0,7.668683570841499,1.0,180691.02988235612
2989.0,1.0,1.0,7.1800364167274155,1.0,260762.06985327782
1063.0,1.0,6.0,1.9028884036508296,1.0,156311.83495783404
1791.0,5.0,17.0,19.898337935900667,0.0,126384.08180523924
3957.0,2.0,26.0,11.687263967989074,1.0,327283.2187497065
3958.0,4.0,33.0,26.066389245349473,1.0,291999.6793414633
3684.0,5.0,26.0,14.723087294055158,0.0,301676.71255063586
2136.0,5.0,16.0,29.07760940952693,0.0,145950.1955955048
3499.0,5.0,42.0,6.380239955390513,1.0,338446.4738799245
3652.0,5.0,43.0,26.190071870712714,1.0,265526.83298524853
1198.0,5.0,23.0,23.52130873096051,1.0,109078.26585045402
2660.0,3.0,24.0,23.356733494677506,1.0,249492.808014321
501.0,4.0,6.0,25.498713615389743,0.0,34444.11969527921
1141.0,5.0,5.0,23.06969573734697,1.0,110363.5659539846
2767.0,4.0,23.0,19.160389327311048,1.0,223791.55723914242
2089.0,3.0,32.0,4.80610145278924,0.0,189186.72246032735
1354.0,3.0,48.0,1.9432592052463056,0.0,115796.91723012
2259.0,4.0,28.0,27.70458758665492,1.0,169236.15864029183
3796.0,1.0,42.0,18.882859121101404,0.0,269984.5847162867
2932.0,2.0,21.0,24.099581438309112,1.0,193027.9673713058
3974.0,1.0,25.0,14.964148193863952,0.0,307749.18533191714
2161.0,1.0,27.0,4.40193747990944,0.0,209216.38224987188
1653.0,1.0,49.0,4.630387973873963,0.0,128162.15829533686
1576.0,5.0,20.0,20.88139332964017,1.0,132642.36842490605
2207.0,3.0,48.0,13.478870952084417,1.0,162057.87554699395
3277.0,1.0,6.0,6.815217074309765,1.0,284044.46815270465
2195.0,3.0,16.0,15.256241855501669,1.0,214501.51343944384
2233.0,4.0,19.0,2.8620591751788886,0.0,222131.64753077537
1939.0,2.0,40.0,17.877170655517563,1.0,161068.81146349863
2794.0,4.0,48.0,8.800808728617833,1.0,271687.42998283857
1335.0,4.0,19.0,24.129213918478456,1.0,123031.07351821981
702.0,5.0,21.0,10.00049680878364,0.0,76222.92475206715
3755.0,2.0,27.0,14.201384323372235,1.0,318368.86199974664
622.0,4.0,39.0,1.3369956573349184,0.0,75327.42005064146
900.0,4.0,48.0,3.1009597460422076,0.0,83672.79382284843
1266.0,2.0,6.0,12.38231313579386,1.0,144475.2880286578
793.0,2.0,0.0,14.918226206796582,1.0,86200.91313283767
2827.0,4.0,31.0,18.40059589545981,0.0,183020.93802729005
3431.0,2.0,12.0,9.458214782569794,0.0,283183.13721638
697.0,4.0,29.0,21.154474697669734,1.0,54493.358676680204
3529.0,4.0,22.0,25.943549518486932,1.0,299710.32891201804
2430.0,5.0,18.0,23.615678677907145,1.0,196788.9022182081
3299.0,1.0,31.0,2.148945935102357,1.0,315352.0235601321
2691.0,4.0,29.0,14.934701470477039,1.0,234751.27207913782
1108.0,3.0,28.0,4.042975174127071,0.0,137507.15163567456
3772.0,1.0,48.0,8.019305460013296,1.0,331658.5294019195
1647.0,1.0,44.0,29.61321520474725,1.0,100362.98096435705
686.0,1.0,28.0,5.132370744143883,0.0,46073.13482630806
3897.0,5.0,29.0,15.467756450089325,1.0,340257.591358407
3011.0,4.0,15.0,18.926516295225454,0.0,253484.53011615283
3920.0,5.0,39.0,21.371484145779014,1.0,319008.62600150297
2294.0,4.0,18.0,17.22981182112051,1.0,216979.5094239659
1159.0,5.0,17.0,1.2833545751563262,1.0,171145.20133881317
3311.0,5.0,0.0,10.467377939075766,1.0,317306.1030818748
3502.0,3.0,13.0,16.013637658156632,1.0,281262.62625073636
2455.0,5.0,46.0,3.5481284752001674,1.0,234272.07314467235
2950.0,2.0,49.0,11.168181005066241,1.0,283467.10508937715
1869.0,3.0,1.0,1.9628901549496303,0.0,200546.56189379102
2486.0,5.0,27.0,3.2787764174956013,1.0,233052.81735615202
2034.0,1.0,48.0,12.510775009846286,0.0,152777.41538139738
646.0,2.0,49.0,4.84875686724875,1.0,90765.62952849342
3719.0,2.0,29.0,17.458684599585187,1.0,321253.8120535265
3411.0,2.0,37.0,20.994484104980707,1.0,267361.2252406596
2234.0,3.0,3.0,24.217014274163404,0.0,181352.97989451405
2343.0,5.0,0.0,6.804357083099493,0.0,269630.1857733314
988.0,5.0,7.0,5.856994885513023,1.0,139686.9129625292
3476.0,1.0,28.0,4.032467369697607,0.0,284424.8373095514
2459.0,1.0,38.0,19.456477236765465,0.0,146531.77019640966
2163.0,2.0,2.0,21.487796068120133,0.0,162990.06799822988
3098.0,1.0,31.0,1.915998199943619,1.0,313793.3416975467
2885.0,3.0,9.0,28.150155141067003,1.0,232070.56009299253
3419.0,5.0,9.0,2.5071672258927,0.0,341128.8776129602
1140.0,2.0,18.0,16.697593723731043,0.0,59417.59989883602
2302.0,1.0,45.0,21.562755064076576,0.0,128073.93239922398
3020.0,3.0,33.0,26.25810458863648,1.0,193890.82174115998
2469.0,3.0,32.0,21.708521031840405,1.0,209363.12374430193
2698.0,1.0,22.0,24.25011440902396,0.0,204274.35416621412
1938.0,5.0,27.0,10.844055583741376,0.0,187601.33415738159
3869.0,1.0,31.0,24.629928298648856,0.0,251028.42441796025
2134.0,2.0,49.0,3.3233305451555792,1.0,223780.34576877012
762.0,1.0,6.0,26.949683025755302,1.0,46512.12727235594
2287.0,3.0,28.0,16.88017890845835,0.0,156702.57406333502
2691.0,1.0,7.0,24.701635328912317,0.0,176109.03019408768
2893.0,5.0,0.0,14.117230251030705,0.0,257635.95971303034
1123.0,4.0,2.0,19.663753160699223,1.0,119992.41832517293
1516.0,1.0,23.0,16.26567716714728,0.0,106662.80532378126
1380.0,5.0,22.0,22.216096130904624,1.0,99961.68533472072
2549.0,5.0,7.0,3.367269478887098,1.0,301417.93770112336
3444.0,3.0,46.0,2.75021043572635,0.0,293210.2799012683
1827.0,5.0,36.0,8.165993786294248,0.0,157155.7107970575
2801.0,5.0,2.0,5.626795723282462,0.0,297254.1482598941
952.0,5.0,32.0,26.281723431173848,1.0,48963.73688248049
3608.0,5.0,27.0,7.357205633383285,1.0,315535.0303462324
1683.0,2.0,46.0,29.300092418754808,1.0,109027.03444271666
3562.0,2.0,7.0,10.769977961362098,1.0,355420.88385916874
2556.0,3.0,33.0,6.281419554972279,0.0,217304.3010553122
3804.0,1.0,34.0,23.901256707131896,1.0,279726.6797598471
3670.0,5.0,31.0,20.10252548952541,1.0,286292.45281361026
2182.0,1.0,23.0,15.447675777141031,0.0,164899.3609222278
3363.0,1.0,13.0,17.105542977191305,1.0,275187.7921124581
2755.0,3.0,31.0,21.85685156989565,1.0,213497.51868978806
1654.0,5.0,45.0,7.625187498607663,1.0,174583.31331813565
903.0,5.0,42.0,29.893683565645517,1.0,30000.0
2699.0,4.0,15.0,29.26900170225671,1.0,200685.82480474134
2601.0,1.0,3.0,19.85944490406117,1.0,194044.9439611438
3691.0,1.0,36.0,6.786731076945209,0.0,295794.9975074651
2196.0,2.0,20.0,20.726619030507447,0.0,156098.63184472267
1127.0,4.0,13.0,3.0937538603960997,1.0,163913.47479472787
1086.0,2.0,30.0,1.888922563968376,0.0,120806.880413543
2148.0,2.0,47.0,8.472803766825198,0.0,182380.42996057725
1943.0,2.0,17.0,14.416065745440173,1.0,155496.80497457966
1945.0,3.0,6.0,26.179902656843034,1.0,134966.1365802165
603.0,3.0,9.0,22.087903023222932,1.0,67710.659976219
753.0,2.0,6.0,22.53848911479945,1.0,37240.11350052041
3798.0,4.0,32.0,13.339306698994186,0.0,310971.58308459236
3683.0,1.0,22.0,11.032114783861925,0.0,281239.2615545658
3057.0,4.0,20.0,11.760124126553478,0.0,286871.8472340973
1996.0,5.0,18.0,29.64183734834568,1.0,155111.27407087962
598.0,3.0,47.0,2.163166550961992,1.0,85463.16005141809
2700.0,1.0,18.0,26.14391338755101,0.0,196584.07299443465
2384.0,1.0,35.0,17.78158684859941,1.0,168424.20935563752
3461.0,5.0,28.0,13.719847156498123,1.0,295219.3140191885
2419.0,5.0,17.0,22.03247215203896,1.0,189900.76103905647
1377.0,2.0,1.0,15.113399301316383,1.0,131044.21370081595
837.0,3.0,0.0,26.329273904368158,0.0,53888.912427406336
3369.0,3.0,46.0,27.120354056326498,1.0,243768.21591092632
3734.0,4.0,4.0,13.229906879330207,1.0,360251.6046425225
1456.0,2.0,19.0,9.028006119816496,1.0,126825.12093703942
2204.0,2.0,10.0,18.178159529207505,1.0,191207.57661542812
660.0,2.0,41.0,27.458537022884038,1.0,30000.0
2103.0,2.0,1.0,7.1092034811643305,1.0,223033.0831841855
3348.0,3.0,2.0,19.066030923341,0.0,309054.3609318826
897.0,3.0,22.0,19.315246382683096,1.0,85592.18728195093
1800.0,2.0,11.0,22.260277650043147,1.0,161911.14161709425
1315.0,4.0,19.0,4.815462868690535,1.0,194963.98047634412
2027.0,1.0,4.0,21.75892397578057,0.0,165593.60172027966
2419.0,1.0,36.0,27.361943099303588,0.0,130915.45350678447
1915.0,4.0,37.0,6.210810157237017,0.0,155830.0882297399
1658.0,2.0,29.0,7.888756422792452,1.0,165321.5666888099
1718.0,3.0,8.0,29.17045772720755,1.0,120013.04005509707
900.0,1.0,33.0,6.248331628575203,0.0,58987.18581498678
1139.0,5.0,43.0,25.777167707717794,1.0,78002.37183618866
3604.0,5.0,34.0,15.276057836993008,1.0,314280.120959911
3235.0,4.0,21.0,8.169701157692135,1.0,334027.64703087293
959.0,2.0,43.0,26.251747136902832,1.0,38138.3125567393
1454.0,1.0,23.0,13.9138523950773,1.0,135380.26364930987
969.0,2.0,16.0,15.929703263961015,1.0,86948.60898776373
3946.0,1.0,9.0,11.417767712593205,0.0,342324.2383226224
1545.0,4.0,29.0,18.195574691612894,1.0,133944.00898230937
3297.0,4.0,45.0,5.74219230496566,1.0,282944.5489523119
2193.0,5.0,22.0,12.341364562901061,1.0,215613.82898631942
2585.0,2.0,31.0,29.112957347723338,1.0,180518.971420305
2777.0,5.0,16.0,8.485869548332698,1.0,282731.4921662053
3936.0,2.0,49.0,20.045363271697475,0.0,291232.3609173457
1062.0,5.0,16.0,10.430511862516152,1.0,114147.6188318412
2985.0,3.0,13.0,23.430720644911418,0.0,210466.69921504162
2299.0,3.0,8.0,4.795336160832145,0.0,237730.80149443663
3854.0,3.0,39.0,29.124810307277798,1.0,263866.53440875054
2574.0,3.0,1.0,14.159896700125538,1.0,251247.3786395765
725.0,1.0,44.0,7.845463437047455,0.0,30000.0
3848.0,3.0,24.0,3.131405672570367,1.0,404984.98156698217
1297.0,4.0,38.0,5.922979247538682,1.0,141545.28428402392
2831.0,4.0,8.0,16.07344450812451,0.0,259769.01037545063
3426.0,1.0,21.0,10.773092116507303,1.0,294907.2562667257
1459.0,3.0,42.0,25.037617610595674,1.0,99227.62509917628
2004.0,3.0,45.0,13.495738186192373,1.0,191211.580136602
952.0,3.0,3.0,8.212713905041268,0.0,131608.94857300198
3567.0,5.0,25.0,18.897204611516873,0.0,280601.56147017103
1315.0,2.0,28.0,21.49653928967793,1.0,96281.56725006082
1158.0,5.0,44.0,5.844215329127546,1.0,149960.85241536665
1046.0,2.0,33.0,5.860957272361212,0.0,134695.79424719588
1715.0,3.0,22.0,2.063471381072746,1.0,201293.82597276737
3620.0,3.0,36.0,22.355658436903575,0.0,288088.9792974139
516.0,5.0,10.0,20.250331301032347,1.0,63907.78994059987
3743.0,5.0,5.0,14.764295396744602,0.0,340426.5192624132
1743.0,2.0,17.0,25.480943020106718,1.0,145914.50737338915
2705.0,4.0,20.0,24.36443443555154,0.0,191157.2891355538
3024.0,2.0,41.0,17.975276567505812,0.0,203987.99910795796
1569.0,5.0,35.0,26.1798671348845,0.0,111161.2364235568
3944.0,5.0,40.0,6.969395091066279,0.0,329638.46066815534
3065.0,1.0,37.0,4.245668962534109,1.0,264447.7444222666
2646.0,5.0,33.0,8.822738733992699,1.0,243552.39127103545
2268.0,1.0,16.0,2.655518826590131,0.0,207639.24344384842
1560.0,4.0,36.0,16.403916312029928,1.0,149637.50763329538
2827.0,2.0,24.0,28.161565076553885,1.0,210200.94486948117
3920.0,2.0,37.0,2.1409626793867798,1.0,368311.985633208
3044.0,1.0,11.0,4.541187506290777,1.0,302417.1346475989
